mesh_pointer,left,right,bottom,top,x_pointer,y_pointer,x_y_pointer
72,4710,4720,200,210,471,20,"(471, 20)"
73,4720,4730,200,210,472,20,"(472, 20)"
74,4730,4740,200,210,473,20,"(473, 20)"
75,4740,4750,200,210,474,20,"(474, 20)"
76,4750,4760,200,210,475,20,"(475, 20)"
77,4760,4770,200,210,476,20,"(476, 20)"
78,4770,4780,200,210,477,20,"(477, 20)"
79,4780,4790,200,210,478,20,"(478, 20)"
80,4790,4800,200,210,479,20,"(479, 20)"
81,4800,4810,200,210,480,20,"(480, 20)"
82,4810,4820,200,210,481,20,"(481, 20)"
83,4820,4830,200,210,482,20,"(482, 20)"
84,4830,4840,200,210,483,20,"(483, 20)"
85,4840,4850,200,210,484,20,"(484, 20)"
86,4850,4860,200,210,485,20,"(485, 20)"
87,4860,4870,200,210,486,20,"(486, 20)"
88,4870,4880,200,210,487,20,"(487, 20)"
89,4880,4890,200,210,488,20,"(488, 20)"
90,4890,4900,200,210,489,20,"(489, 20)"
91,4900,4910,200,210,490,20,"(490, 20)"
92,4910,4920,200,210,491,20,"(491, 20)"
93,4920,4930,200,210,492,20,"(492, 20)"
94,4930,4940,200,210,493,20,"(493, 20)"
95,4940,4950,200,210,494,20,"(494, 20)"
96,4950,4960,200,210,495,20,"(495, 20)"
97,4960,4970,200,210,496,20,"(496, 20)"
98,4970,4980,200,210,497,20,"(497, 20)"
99,4980,4990,200,210,498,20,"(498, 20)"
100,4990,5000,200,210,499,20,"(499, 20)"
101,5000,5010,200,210,500,20,"(500, 20)"
102,5010,5020,200,210,501,20,"(501, 20)"
103,5020,5030,200,210,502,20,"(502, 20)"
104,5030,5040,200,210,503,20,"(503, 20)"
105,5040,5050,200,210,504,20,"(504, 20)"
106,5050,5060,200,210,505,20,"(505, 20)"
107,5060,5070,200,210,506,20,"(506, 20)"
108,5070,5080,200,210,507,20,"(507, 20)"
109,5080,5090,200,210,508,20,"(508, 20)"
110,5090,5100,200,210,509,20,"(509, 20)"
111,5100,5110,200,210,510,20,"(510, 20)"
112,5110,5120,200,210,511,20,"(511, 20)"
113,5120,5130,200,210,512,20,"(512, 20)"
114,5130,5140,200,210,513,20,"(513, 20)"
115,5140,5150,200,210,514,20,"(514, 20)"
116,5150,5160,200,210,515,20,"(515, 20)"
117,5160,5170,200,210,516,20,"(516, 20)"
118,5170,5180,200,210,517,20,"(517, 20)"
119,5180,5190,200,210,518,20,"(518, 20)"
120,5190,5200,200,210,519,20,"(519, 20)"
121,4000,4010,210,220,400,21,"(400, 21)"
122,4010,4020,210,220,401,21,"(401, 21)"
123,4020,4030,210,220,402,21,"(402, 21)"
124,4030,4040,210,220,403,21,"(403, 21)"
125,4040,4050,210,220,404,21,"(404, 21)"
126,4050,4060,210,220,405,21,"(405, 21)"
127,4060,4070,210,220,406,21,"(406, 21)"
128,4070,4080,210,220,407,21,"(407, 21)"
129,4080,4090,210,220,408,21,"(408, 21)"
130,4090,4100,210,220,409,21,"(409, 21)"
131,4100,4110,210,220,410,21,"(410, 21)"
132,4110,4120,210,220,411,21,"(411, 21)"
133,4120,4130,210,220,412,21,"(412, 21)"
134,4130,4140,210,220,413,21,"(413, 21)"
135,4140,4150,210,220,414,21,"(414, 21)"
136,4150,4160,210,220,415,21,"(415, 21)"
137,4160,4170,210,220,416,21,"(416, 21)"
138,4170,4180,210,220,417,21,"(417, 21)"
139,4180,4190,210,220,418,21,"(418, 21)"
140,4190,4200,210,220,419,21,"(419, 21)"
141,4200,4210,210,220,420,21,"(420, 21)"
142,4210,4220,210,220,421,21,"(421, 21)"
143,4220,4230,210,220,422,21,"(422, 21)"
144,4230,4240,210,220,423,21,"(423, 21)"
145,4240,4250,210,220,424,21,"(424, 21)"
146,4250,4260,210,220,425,21,"(425, 21)"
147,4260,4270,210,220,426,21,"(426, 21)"
148,4270,4280,210,220,427,21,"(427, 21)"
149,4280,4290,210,220,428,21,"(428, 21)"
150,4290,4300,210,220,429,21,"(429, 21)"
151,4300,4310,210,220,430,21,"(430, 21)"
152,4310,4320,210,220,431,21,"(431, 21)"
153,4320,4330,210,220,432,21,"(432, 21)"
154,4330,4340,210,220,433,21,"(433, 21)"
155,4340,4350,210,220,434,21,"(434, 21)"
156,4350,4360,210,220,435,21,"(435, 21)"
157,4360,4370,210,220,436,21,"(436, 21)"
158,4370,4380,210,220,437,21,"(437, 21)"
159,4380,4390,210,220,438,21,"(438, 21)"
160,4390,4400,210,220,439,21,"(439, 21)"
161,4400,4410,210,220,440,21,"(440, 21)"
162,4410,4420,210,220,441,21,"(441, 21)"
163,4420,4430,210,220,442,21,"(442, 21)"
164,4430,4440,210,220,443,21,"(443, 21)"
165,4440,4450,210,220,444,21,"(444, 21)"
166,4450,4460,210,220,445,21,"(445, 21)"
167,4460,4470,210,220,446,21,"(446, 21)"
168,4470,4480,210,220,447,21,"(447, 21)"
169,4480,4490,210,220,448,21,"(448, 21)"
170,4490,4500,210,220,449,21,"(449, 21)"
171,4500,4510,210,220,450,21,"(450, 21)"
172,4510,4520,210,220,451,21,"(451, 21)"
173,4520,4530,210,220,452,21,"(452, 21)"
174,4530,4540,210,220,453,21,"(453, 21)"
175,4540,4550,210,220,454,21,"(454, 21)"
176,4550,4560,210,220,455,21,"(455, 21)"
177,4560,4570,210,220,456,21,"(456, 21)"
178,4570,4580,210,220,457,21,"(457, 21)"
179,4580,4590,210,220,458,21,"(458, 21)"
180,4590,4600,210,220,459,21,"(459, 21)"
181,4600,4610,210,220,460,21,"(460, 21)"
182,4610,4620,210,220,461,21,"(461, 21)"
183,4620,4630,210,220,462,21,"(462, 21)"
184,4630,4640,210,220,463,21,"(463, 21)"
185,4640,4650,210,220,464,21,"(464, 21)"
186,4650,4660,210,220,465,21,"(465, 21)"
187,4660,4670,210,220,466,21,"(466, 21)"
188,4670,4680,210,220,467,21,"(467, 21)"
189,4680,4690,210,220,468,21,"(468, 21)"
190,4690,4700,210,220,469,21,"(469, 21)"
191,4700,4710,210,220,470,21,"(470, 21)"
192,4710,4720,210,220,471,21,"(471, 21)"
193,4720,4730,210,220,472,21,"(472, 21)"
194,4730,4740,210,220,473,21,"(473, 21)"
195,4740,4750,210,220,474,21,"(474, 21)"
196,4750,4760,210,220,475,21,"(475, 21)"
197,4760,4770,210,220,476,21,"(476, 21)"
198,4770,4780,210,220,477,21,"(477, 21)"
199,4780,4790,210,220,478,21,"(478, 21)"
200,4790,4800,210,220,479,21,"(479, 21)"
201,4800,4810,210,220,480,21,"(480, 21)"
202,4810,4820,210,220,481,21,"(481, 21)"
203,4820,4830,210,220,482,21,"(482, 21)"
204,4830,4840,210,220,483,21,"(483, 21)"
205,4840,4850,210,220,484,21,"(484, 21)"
206,4850,4860,210,220,485,21,"(485, 21)"
207,4860,4870,210,220,486,21,"(486, 21)"
208,4870,4880,210,220,487,21,"(487, 21)"
209,4880,4890,210,220,488,21,"(488, 21)"
210,4890,4900,210,220,489,21,"(489, 21)"
211,4900,4910,210,220,490,21,"(490, 21)"
212,4910,4920,210,220,491,21,"(491, 21)"
213,4920,4930,210,220,492,21,"(492, 21)"
214,4930,4940,210,220,493,21,"(493, 21)"
215,4940,4950,210,220,494,21,"(494, 21)"
216,4950,4960,210,220,495,21,"(495, 21)"
217,4960,4970,210,220,496,21,"(496, 21)"
218,4970,4980,210,220,497,21,"(497, 21)"
219,4980,4990,210,220,498,21,"(498, 21)"
220,4990,5000,210,220,499,21,"(499, 21)"
221,5000,5010,210,220,500,21,"(500, 21)"
222,5010,5020,210,220,501,21,"(501, 21)"
223,5020,5030,210,220,502,21,"(502, 21)"
224,5030,5040,210,220,503,21,"(503, 21)"
225,5040,5050,210,220,504,21,"(504, 21)"
226,5050,5060,210,220,505,21,"(505, 21)"
227,5060,5070,210,220,506,21,"(506, 21)"
228,5070,5080,210,220,507,21,"(507, 21)"
229,5080,5090,210,220,508,21,"(508, 21)"
230,5090,5100,210,220,509,21,"(509, 21)"
231,5100,5110,210,220,510,21,"(510, 21)"
232,5110,5120,210,220,511,21,"(511, 21)"
233,5120,5130,210,220,512,21,"(512, 21)"
234,5130,5140,210,220,513,21,"(513, 21)"
235,5140,5150,210,220,514,21,"(514, 21)"
236,5150,5160,210,220,515,21,"(515, 21)"
237,5160,5170,210,220,516,21,"(516, 21)"
238,5170,5180,210,220,517,21,"(517, 21)"
239,5180,5190,210,220,518,21,"(518, 21)"
240,5190,5200,210,220,519,21,"(519, 21)"
241,4000,4010,220,230,400,22,"(400, 22)"
242,4010,4020,220,230,401,22,"(401, 22)"
243,4020,4030,220,230,402,22,"(402, 22)"
244,4030,4040,220,230,403,22,"(403, 22)"
245,4040,4050,220,230,404,22,"(404, 22)"
246,4050,4060,220,230,405,22,"(405, 22)"
247,4060,4070,220,230,406,22,"(406, 22)"
248,4070,4080,220,230,407,22,"(407, 22)"
249,4080,4090,220,230,408,22,"(408, 22)"
250,4090,4100,220,230,409,22,"(409, 22)"
251,4100,4110,220,230,410,22,"(410, 22)"
252,4110,4120,220,230,411,22,"(411, 22)"
253,4120,4130,220,230,412,22,"(412, 22)"
254,4130,4140,220,230,413,22,"(413, 22)"
255,4140,4150,220,230,414,22,"(414, 22)"
256,4150,4160,220,230,415,22,"(415, 22)"
257,4160,4170,220,230,416,22,"(416, 22)"
258,4170,4180,220,230,417,22,"(417, 22)"
259,4180,4190,220,230,418,22,"(418, 22)"
260,4190,4200,220,230,419,22,"(419, 22)"
261,4200,4210,220,230,420,22,"(420, 22)"
262,4210,4220,220,230,421,22,"(421, 22)"
263,4220,4230,220,230,422,22,"(422, 22)"
264,4230,4240,220,230,423,22,"(423, 22)"
265,4240,4250,220,230,424,22,"(424, 22)"
266,4250,4260,220,230,425,22,"(425, 22)"
267,4260,4270,220,230,426,22,"(426, 22)"
268,4270,4280,220,230,427,22,"(427, 22)"
269,4280,4290,220,230,428,22,"(428, 22)"
270,4290,4300,220,230,429,22,"(429, 22)"
271,4300,4310,220,230,430,22,"(430, 22)"
272,4310,4320,220,230,431,22,"(431, 22)"
273,4320,4330,220,230,432,22,"(432, 22)"
274,4330,4340,220,230,433,22,"(433, 22)"
275,4340,4350,220,230,434,22,"(434, 22)"
276,4350,4360,220,230,435,22,"(435, 22)"
277,4360,4370,220,230,436,22,"(436, 22)"
278,4370,4380,220,230,437,22,"(437, 22)"
279,4380,4390,220,230,438,22,"(438, 22)"
280,4390,4400,220,230,439,22,"(439, 22)"
281,4400,4410,220,230,440,22,"(440, 22)"
282,4410,4420,220,230,441,22,"(441, 22)"
283,4420,4430,220,230,442,22,"(442, 22)"
284,4430,4440,220,230,443,22,"(443, 22)"
285,4440,4450,220,230,444,22,"(444, 22)"
286,4450,4460,220,230,445,22,"(445, 22)"
287,4460,4470,220,230,446,22,"(446, 22)"
288,4470,4480,220,230,447,22,"(447, 22)"
289,4480,4490,220,230,448,22,"(448, 22)"
290,4490,4500,220,230,449,22,"(449, 22)"
291,4500,4510,220,230,450,22,"(450, 22)"
292,4510,4520,220,230,451,22,"(451, 22)"
293,4520,4530,220,230,452,22,"(452, 22)"
294,4530,4540,220,230,453,22,"(453, 22)"
295,4540,4550,220,230,454,22,"(454, 22)"
296,4550,4560,220,230,455,22,"(455, 22)"
297,4560,4570,220,230,456,22,"(456, 22)"
298,4570,4580,220,230,457,22,"(457, 22)"
299,4580,4590,220,230,458,22,"(458, 22)"
300,4590,4600,220,230,459,22,"(459, 22)"
301,4600,4610,220,230,460,22,"(460, 22)"
302,4610,4620,220,230,461,22,"(461, 22)"
303,4620,4630,220,230,462,22,"(462, 22)"
304,4630,4640,220,230,463,22,"(463, 22)"
305,4640,4650,220,230,464,22,"(464, 22)"
306,4650,4660,220,230,465,22,"(465, 22)"
307,4660,4670,220,230,466,22,"(466, 22)"
308,4670,4680,220,230,467,22,"(467, 22)"
309,4680,4690,220,230,468,22,"(468, 22)"
310,4690,4700,220,230,469,22,"(469, 22)"
311,4700,4710,220,230,470,22,"(470, 22)"
312,4710,4720,220,230,471,22,"(471, 22)"
313,4720,4730,220,230,472,22,"(472, 22)"
314,4730,4740,220,230,473,22,"(473, 22)"
315,4740,4750,220,230,474,22,"(474, 22)"
316,4750,4760,220,230,475,22,"(475, 22)"
317,4760,4770,220,230,476,22,"(476, 22)"
318,4770,4780,220,230,477,22,"(477, 22)"
319,4780,4790,220,230,478,22,"(478, 22)"
320,4790,4800,220,230,479,22,"(479, 22)"
321,4800,4810,220,230,480,22,"(480, 22)"
322,4810,4820,220,230,481,22,"(481, 22)"
323,4820,4830,220,230,482,22,"(482, 22)"
324,4830,4840,220,230,483,22,"(483, 22)"
325,4840,4850,220,230,484,22,"(484, 22)"
326,4850,4860,220,230,485,22,"(485, 22)"
327,4860,4870,220,230,486,22,"(486, 22)"
328,4870,4880,220,230,487,22,"(487, 22)"
329,4880,4890,220,230,488,22,"(488, 22)"
330,4890,4900,220,230,489,22,"(489, 22)"
331,4900,4910,220,230,490,22,"(490, 22)"
332,4910,4920,220,230,491,22,"(491, 22)"
333,4920,4930,220,230,492,22,"(492, 22)"
334,4930,4940,220,230,493,22,"(493, 22)"
335,4940,4950,220,230,494,22,"(494, 22)"
336,4950,4960,220,230,495,22,"(495, 22)"
337,4960,4970,220,230,496,22,"(496, 22)"
338,4970,4980,220,230,497,22,"(497, 22)"
339,4980,4990,220,230,498,22,"(498, 22)"
340,4990,5000,220,230,499,22,"(499, 22)"
341,5000,5010,220,230,500,22,"(500, 22)"
342,5010,5020,220,230,501,22,"(501, 22)"
343,5020,5030,220,230,502,22,"(502, 22)"
344,5030,5040,220,230,503,22,"(503, 22)"
345,5040,5050,220,230,504,22,"(504, 22)"
346,5050,5060,220,230,505,22,"(505, 22)"
347,5060,5070,220,230,506,22,"(506, 22)"
348,5070,5080,220,230,507,22,"(507, 22)"
349,5080,5090,220,230,508,22,"(508, 22)"
350,5090,5100,220,230,509,22,"(509, 22)"
351,5100,5110,220,230,510,22,"(510, 22)"
352,5110,5120,220,230,511,22,"(511, 22)"
353,5120,5130,220,230,512,22,"(512, 22)"
354,5130,5140,220,230,513,22,"(513, 22)"
355,5140,5150,220,230,514,22,"(514, 22)"
356,5150,5160,220,230,515,22,"(515, 22)"
357,5160,5170,220,230,516,22,"(516, 22)"
358,5170,5180,220,230,517,22,"(517, 22)"
359,5180,5190,220,230,518,22,"(518, 22)"
360,5190,5200,220,230,519,22,"(519, 22)"
361,4000,4010,230,240,400,23,"(400, 23)"
362,4010,4020,230,240,401,23,"(401, 23)"
363,4020,4030,230,240,402,23,"(402, 23)"
364,4030,4040,230,240,403,23,"(403, 23)"
365,4040,4050,230,240,404,23,"(404, 23)"
366,4050,4060,230,240,405,23,"(405, 23)"
367,4060,4070,230,240,406,23,"(406, 23)"
368,4070,4080,230,240,407,23,"(407, 23)"
369,4080,4090,230,240,408,23,"(408, 23)"
370,4090,4100,230,240,409,23,"(409, 23)"
371,4100,4110,230,240,410,23,"(410, 23)"
372,4110,4120,230,240,411,23,"(411, 23)"
373,4120,4130,230,240,412,23,"(412, 23)"
374,4130,4140,230,240,413,23,"(413, 23)"
375,4140,4150,230,240,414,23,"(414, 23)"
376,4150,4160,230,240,415,23,"(415, 23)"
377,4160,4170,230,240,416,23,"(416, 23)"
378,4170,4180,230,240,417,23,"(417, 23)"
379,4180,4190,230,240,418,23,"(418, 23)"
380,4190,4200,230,240,419,23,"(419, 23)"
381,4200,4210,230,240,420,23,"(420, 23)"
382,4210,4220,230,240,421,23,"(421, 23)"
383,4220,4230,230,240,422,23,"(422, 23)"
384,4230,4240,230,240,423,23,"(423, 23)"
385,4240,4250,230,240,424,23,"(424, 23)"
386,4250,4260,230,240,425,23,"(425, 23)"
387,4260,4270,230,240,426,23,"(426, 23)"
388,4270,4280,230,240,427,23,"(427, 23)"
389,4280,4290,230,240,428,23,"(428, 23)"
390,4290,4300,230,240,429,23,"(429, 23)"
391,4300,4310,230,240,430,23,"(430, 23)"
392,4310,4320,230,240,431,23,"(431, 23)"
393,4320,4330,230,240,432,23,"(432, 23)"
394,4330,4340,230,240,433,23,"(433, 23)"
395,4340,4350,230,240,434,23,"(434, 23)"
396,4350,4360,230,240,435,23,"(435, 23)"
397,4360,4370,230,240,436,23,"(436, 23)"
398,4370,4380,230,240,437,23,"(437, 23)"
399,4380,4390,230,240,438,23,"(438, 23)"
400,4390,4400,230,240,439,23,"(439, 23)"
401,4400,4410,230,240,440,23,"(440, 23)"
402,4410,4420,230,240,441,23,"(441, 23)"
403,4420,4430,230,240,442,23,"(442, 23)"
404,4430,4440,230,240,443,23,"(443, 23)"
405,4440,4450,230,240,444,23,"(444, 23)"
406,4450,4460,230,240,445,23,"(445, 23)"
407,4460,4470,230,240,446,23,"(446, 23)"
408,4470,4480,230,240,447,23,"(447, 23)"
409,4480,4490,230,240,448,23,"(448, 23)"
410,4490,4500,230,240,449,23,"(449, 23)"
411,4500,4510,230,240,450,23,"(450, 23)"
412,4510,4520,230,240,451,23,"(451, 23)"
413,4520,4530,230,240,452,23,"(452, 23)"
414,4530,4540,230,240,453,23,"(453, 23)"
415,4540,4550,230,240,454,23,"(454, 23)"
416,4550,4560,230,240,455,23,"(455, 23)"
417,4560,4570,230,240,456,23,"(456, 23)"
418,4570,4580,230,240,457,23,"(457, 23)"
419,4580,4590,230,240,458,23,"(458, 23)"
420,4590,4600,230,240,459,23,"(459, 23)"
421,4600,4610,230,240,460,23,"(460, 23)"
422,4610,4620,230,240,461,23,"(461, 23)"
423,4620,4630,230,240,462,23,"(462, 23)"
424,4630,4640,230,240,463,23,"(463, 23)"
425,4640,4650,230,240,464,23,"(464, 23)"
426,4650,4660,230,240,465,23,"(465, 23)"
427,4660,4670,230,240,466,23,"(466, 23)"
428,4670,4680,230,240,467,23,"(467, 23)"
429,4680,4690,230,240,468,23,"(468, 23)"
430,4690,4700,230,240,469,23,"(469, 23)"
431,4700,4710,230,240,470,23,"(470, 23)"
432,4710,4720,230,240,471,23,"(471, 23)"
433,4720,4730,230,240,472,23,"(472, 23)"
434,4730,4740,230,240,473,23,"(473, 23)"
435,4740,4750,230,240,474,23,"(474, 23)"
436,4750,4760,230,240,475,23,"(475, 23)"
437,4760,4770,230,240,476,23,"(476, 23)"
438,4770,4780,230,240,477,23,"(477, 23)"
439,4780,4790,230,240,478,23,"(478, 23)"
440,4790,4800,230,240,479,23,"(479, 23)"
441,4800,4810,230,240,480,23,"(480, 23)"
442,4810,4820,230,240,481,23,"(481, 23)"
443,4820,4830,230,240,482,23,"(482, 23)"
444,4830,4840,230,240,483,23,"(483, 23)"
445,4840,4850,230,240,484,23,"(484, 23)"
446,4850,4860,230,240,485,23,"(485, 23)"
447,4860,4870,230,240,486,23,"(486, 23)"
448,4870,4880,230,240,487,23,"(487, 23)"
449,4880,4890,230,240,488,23,"(488, 23)"
450,4890,4900,230,240,489,23,"(489, 23)"
451,4900,4910,230,240,490,23,"(490, 23)"
452,4910,4920,230,240,491,23,"(491, 23)"
453,4920,4930,230,240,492,23,"(492, 23)"
454,4930,4940,230,240,493,23,"(493, 23)"
455,4940,4950,230,240,494,23,"(494, 23)"
456,4950,4960,230,240,495,23,"(495, 23)"
457,4960,4970,230,240,496,23,"(496, 23)"
458,4970,4980,230,240,497,23,"(497, 23)"
459,4980,4990,230,240,498,23,"(498, 23)"
460,4990,5000,230,240,499,23,"(499, 23)"
461,5000,5010,230,240,500,23,"(500, 23)"
462,5010,5020,230,240,501,23,"(501, 23)"
463,5020,5030,230,240,502,23,"(502, 23)"
464,5030,5040,230,240,503,23,"(503, 23)"
465,5040,5050,230,240,504,23,"(504, 23)"
466,5050,5060,230,240,505,23,"(505, 23)"
467,5060,5070,230,240,506,23,"(506, 23)"
468,5070,5080,230,240,507,23,"(507, 23)"
469,5080,5090,230,240,508,23,"(508, 23)"
470,5090,5100,230,240,509,23,"(509, 23)"
471,5100,5110,230,240,510,23,"(510, 23)"
472,5110,5120,230,240,511,23,"(511, 23)"
473,5120,5130,230,240,512,23,"(512, 23)"
474,5130,5140,230,240,513,23,"(513, 23)"
475,5140,5150,230,240,514,23,"(514, 23)"
476,5150,5160,230,240,515,23,"(515, 23)"
477,5160,5170,230,240,516,23,"(516, 23)"
478,5170,5180,230,240,517,23,"(517, 23)"
479,5180,5190,230,240,518,23,"(518, 23)"
480,5190,5200,230,240,519,23,"(519, 23)"
481,4000,4010,240,250,400,24,"(400, 24)"
482,4010,4020,240,250,401,24,"(401, 24)"
483,4020,4030,240,250,402,24,"(402, 24)"
484,4030,4040,240,250,403,24,"(403, 24)"
485,4040,4050,240,250,404,24,"(404, 24)"
486,4050,4060,240,250,405,24,"(405, 24)"
487,4060,4070,240,250,406,24,"(406, 24)"
488,4070,4080,240,250,407,24,"(407, 24)"
489,4080,4090,240,250,408,24,"(408, 24)"
490,4090,4100,240,250,409,24,"(409, 24)"
491,4100,4110,240,250,410,24,"(410, 24)"
492,4110,4120,240,250,411,24,"(411, 24)"
493,4120,4130,240,250,412,24,"(412, 24)"
494,4130,4140,240,250,413,24,"(413, 24)"
495,4140,4150,240,250,414,24,"(414, 24)"
496,4150,4160,240,250,415,24,"(415, 24)"
497,4160,4170,240,250,416,24,"(416, 24)"
498,4170,4180,240,250,417,24,"(417, 24)"
499,4180,4190,240,250,418,24,"(418, 24)"
500,4190,4200,240,250,419,24,"(419, 24)"
501,4200,4210,240,250,420,24,"(420, 24)"
502,4210,4220,240,250,421,24,"(421, 24)"
503,4220,4230,240,250,422,24,"(422, 24)"
504,4230,4240,240,250,423,24,"(423, 24)"
505,4240,4250,240,250,424,24,"(424, 24)"
506,4250,4260,240,250,425,24,"(425, 24)"
507,4260,4270,240,250,426,24,"(426, 24)"
508,4270,4280,240,250,427,24,"(427, 24)"
509,4280,4290,240,250,428,24,"(428, 24)"
510,4290,4300,240,250,429,24,"(429, 24)"
511,4300,4310,240,250,430,24,"(430, 24)"
512,4310,4320,240,250,431,24,"(431, 24)"
513,4320,4330,240,250,432,24,"(432, 24)"
514,4330,4340,240,250,433,24,"(433, 24)"
515,4340,4350,240,250,434,24,"(434, 24)"
516,4350,4360,240,250,435,24,"(435, 24)"
517,4360,4370,240,250,436,24,"(436, 24)"
518,4370,4380,240,250,437,24,"(437, 24)"
519,4380,4390,240,250,438,24,"(438, 24)"
520,4390,4400,240,250,439,24,"(439, 24)"
521,4400,4410,240,250,440,24,"(440, 24)"
522,4410,4420,240,250,441,24,"(441, 24)"
523,4420,4430,240,250,442,24,"(442, 24)"
524,4430,4440,240,250,443,24,"(443, 24)"
525,4440,4450,240,250,444,24,"(444, 24)"
526,4450,4460,240,250,445,24,"(445, 24)"
527,4460,4470,240,250,446,24,"(446, 24)"
528,4470,4480,240,250,447,24,"(447, 24)"
529,4480,4490,240,250,448,24,"(448, 24)"
530,4490,4500,240,250,449,24,"(449, 24)"
531,4500,4510,240,250,450,24,"(450, 24)"
532,4510,4520,240,250,451,24,"(451, 24)"
533,4520,4530,240,250,452,24,"(452, 24)"
534,4530,4540,240,250,453,24,"(453, 24)"
535,4540,4550,240,250,454,24,"(454, 24)"
536,4550,4560,240,250,455,24,"(455, 24)"
537,4560,4570,240,250,456,24,"(456, 24)"
538,4570,4580,240,250,457,24,"(457, 24)"
539,4580,4590,240,250,458,24,"(458, 24)"
540,4590,4600,240,250,459,24,"(459, 24)"
541,4600,4610,240,250,460,24,"(460, 24)"
542,4610,4620,240,250,461,24,"(461, 24)"
543,4620,4630,240,250,462,24,"(462, 24)"
544,4630,4640,240,250,463,24,"(463, 24)"
545,4640,4650,240,250,464,24,"(464, 24)"
546,4650,4660,240,250,465,24,"(465, 24)"
547,4660,4670,240,250,466,24,"(466, 24)"
548,4670,4680,240,250,467,24,"(467, 24)"
549,4680,4690,240,250,468,24,"(468, 24)"
550,4690,4700,240,250,469,24,"(469, 24)"
551,4700,4710,240,250,470,24,"(470, 24)"
552,4710,4720,240,250,471,24,"(471, 24)"
553,4720,4730,240,250,472,24,"(472, 24)"
554,4730,4740,240,250,473,24,"(473, 24)"
555,4740,4750,240,250,474,24,"(474, 24)"
556,4750,4760,240,250,475,24,"(475, 24)"
